void Simulation::allocateMemory(): 0.0000033800s
double Simulation::minDistance(int idx): 0.0000357710s
double Simulation::minDistance(int idx): 0.0000129000s
double Simulation::minDistance(int idx): 0.0000580210s
double Simulation::minDistance(int idx): 0.0000005300s
double Simulation::minDistance(int idx): 0.0000356410s
double Simulation::minDistance(int idx): 0.0000599210s
double Simulation::minDistance(int idx): 0.0000005300s
double Simulation::minDistance(int idx): 0.0000122500s
double Simulation::minDistance(int idx): 0.0001848120s
double Simulation::minDistance(int idx): 0.0001473620s
double Simulation::minDistance(int idx): 0.0000006200s
double Simulation::minDistance(int idx): 0.0001118620s
double Simulation::minDistance(int idx): 0.0001237620s
double Simulation::minDistance(int idx): 0.0000615210s
double Simulation::minDistance(int idx): 0.0000381510s
double Simulation::minDistance(int idx): 0.0000133400s
double Simulation::minDistance(int idx): 0.0000006200s
double Simulation::minDistance(int idx): 0.0000590400s
double Simulation::minDistance(int idx): 0.0000359000s
double Simulation::minDistance(int idx): 0.0000100600s
double Simulation::minDistance(int idx): 0.0000006100s
double Simulation::minDistance(int idx): 0.0000589510s
double Simulation::minDistance(int idx): 0.0000368900s
double Simulation::minDistance(int idx): 0.0000005600s
double Simulation::minDistance(int idx): 0.0000122110s
double Simulation::minDistance(int idx): 0.0000597910s
double Simulation::minDistance(int idx): 0.0000365010s
double Simulation::minDistance(int idx): 0.0000005100s
double Simulation::minDistance(int idx): 0.0000125810s
double Simulation::minDistance(int idx): 0.0000632710s
double Simulation::minDistance(int idx): 0.0000164400s
double Simulation::minDistance(int idx): 0.0000006100s
double Simulation::minDistance(int idx): 0.0000379810s
double Simulation::minDistance(int idx): 0.0000622810s
double Simulation::minDistance(int idx): 0.0000390500s
double Simulation::minDistance(int idx): 0.0000127000s
double Simulation::minDistance(int idx): 0.0000006200s
double Simulation::minDistance(int idx): 0.0000565910s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000106700s
double Simulation::minDistance(int idx): 0.0000356810s
double Simulation::minDistance(int idx): 0.0000137910s
double Simulation::minDistance(int idx): 0.0000635010s
double Simulation::minDistance(int idx): 0.0000005500s
double Simulation::minDistance(int idx): 0.0000361210s
double Simulation::minDistance(int idx): 0.0000005300s
double Simulation::minDistance(int idx): 0.0000114200s
double Simulation::minDistance(int idx): 0.0000359700s
double Simulation::minDistance(int idx): 0.0000597810s
double Simulation::minDistance(int idx): 0.0000571410s
double Simulation::minDistance(int idx): 0.0000147600s
double Simulation::minDistance(int idx): 0.0000359410s
double Simulation::minDistance(int idx): 0.0000006600s
double Simulation::minDistance(int idx): 0.0000221400s
double Simulation::minDistance(int idx): 0.0000505110s
double Simulation::minDistance(int idx): 0.0000008700s
double Simulation::minDistance(int idx): 0.0000741410s
double Simulation::minDistance(int idx): 0.0000550110s
double Simulation::minDistance(int idx): 0.0000765910s
double Simulation::minDistance(int idx): 0.0000006100s
double Simulation::minDistance(int idx): 0.0000113000s
double Simulation::minDistance(int idx): 0.0000423810s
double Simulation::minDistance(int idx): 0.0000707710s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000135500s
double Simulation::minDistance(int idx): 0.0000101800s
double Simulation::minDistance(int idx): 0.0000494200s
double Simulation::minDistance(int idx): 0.0000005000s
double Simulation::minDistance(int idx): 0.0000356300s
double Simulation::minDistance(int idx): 0.0000597010s
double Simulation::minDistance(int idx): 0.0000381710s
double Simulation::minDistance(int idx): 0.0000133900s
double Simulation::minDistance(int idx): 0.0000005500s
double Simulation::minDistance(int idx): 0.0000485210s
double Simulation::minDistance(int idx): 0.0000185410s
double Simulation::minDistance(int idx): 0.0000006900s
double Simulation::minDistance(int idx): 0.0000704910s
double Simulation::minDistance(int idx): 0.0000005000s
double Simulation::minDistance(int idx): 0.0000365910s
double Simulation::minDistance(int idx): 0.0000705510s
double Simulation::minDistance(int idx): 0.0000095400s
double Simulation::minDistance(int idx): 0.0000117400s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000574710s
double Simulation::minDistance(int idx): 0.0000316510s
double Simulation::minDistance(int idx): 0.0000135400s
double Simulation::minDistance(int idx): 0.0000619610s
double Simulation::minDistance(int idx): 0.0000006100s
double Simulation::minDistance(int idx): 0.0000355000s
double Simulation::minDistance(int idx): 0.0000627510s
double Simulation::minDistance(int idx): 0.0000415110s
double Simulation::minDistance(int idx): 0.0000171700s
double Simulation::minDistance(int idx): 0.0000006800s
double Simulation::minDistance(int idx): 0.0000155110s
double Simulation::minDistance(int idx): 0.0000579410s
double Simulation::minDistance(int idx): 0.0000372010s
double Simulation::minDistance(int idx): 0.0000005700s
double Simulation::minDistance(int idx): 0.0000641910s
double Simulation::minDistance(int idx): 0.0000147000s
double Simulation::minDistance(int idx): 0.0000381510s
double Simulation::minDistance(int idx): 0.0000005900s
double Simulation::minDistance(int idx): 0.0000618510s
double Simulation::minDistance(int idx): 0.0000147200s
double Simulation::minDistance(int idx): 0.0000386710s
double Simulation::minDistance(int idx): 0.0000005700s
double Simulation::minDistance(int idx): 0.0000627600s
double Simulation::minDistance(int idx): 0.0000149100s
double Simulation::minDistance(int idx): 0.0000375900s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000619910s
double Simulation::minDistance(int idx): 0.0000153100s
double Simulation::minDistance(int idx): 0.0000393010s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000622110s
double Simulation::minDistance(int idx): 0.0000147100s
double Simulation::minDistance(int idx): 0.0000377410s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000625010s
double Simulation::minDistance(int idx): 0.0000145800s
double Simulation::minDistance(int idx): 0.0000394510s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000631610s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000108200s
double Simulation::minDistance(int idx): 0.0000396910s
double Simulation::minDistance(int idx): 0.0000638510s
double Simulation::minDistance(int idx): 0.0000005500s
double Simulation::minDistance(int idx): 0.0000392110s
double Simulation::minDistance(int idx): 0.0000155600s
double Simulation::minDistance(int idx): 0.0000086100s
double Simulation::minDistance(int idx): 0.0000627210s
double Simulation::minDistance(int idx): 0.0000005300s
double Simulation::minDistance(int idx): 0.0000353310s
double Simulation::minDistance(int idx): 0.0000446010s
double Simulation::minDistance(int idx): 0.0000368100s
double Simulation::minDistance(int idx): 0.0000120500s
double Simulation::minDistance(int idx): 0.0000005200s
double Simulation::minDistance(int idx): 0.0000179700s
double Simulation::minDistance(int idx): 0.0000697510s
double Simulation::minDistance(int idx): 0.0000409200s
double Simulation::minDistance(int idx): 0.0000007500s
double Simulation::minDistance(int idx): 0.0000519510s
double Simulation::minDistance(int idx): 0.0000436510s
double Simulation::minDistance(int idx): 0.0000007100s
double Simulation::minDistance(int idx): 0.0000091800s
double Simulation::minDistance(int idx): 0.0000146600s
double Simulation::minDistance(int idx): 0.0000578310s
double Simulation::minDistance(int idx): 0.0000370100s
double Simulation::minDistance(int idx): 0.0000006000s
double Simulation::minDistance(int idx): 0.0000142110s
double Simulation::minDistance(int idx): 0.0000700010s
double Simulation::minDistance(int idx): 0.0000005900s
double Simulation::minDistance(int idx): 0.0000420710s
double Simulation::minDistance(int idx): 0.0000131410s
double Simulation::minDistance(int idx): 0.0000365510s
double Simulation::minDistance(int idx): 0.0000453110s
double Simulation::minDistance(int idx): 0.0000006600s
double Simulation::minDistance(int idx): 0.0000571210s
double Simulation::minDistance(int idx): 0.0000122310s
double Simulation::minDistance(int idx): 0.0000005900s
double Simulation::minDistance(int idx): 0.0000351910s
double Simulation::minDistance(int idx): 0.0000627910s
double Simulation::minDistance(int idx): 0.0000376300s
double Simulation::minDistance(int idx): 0.0000006300s
double Simulation::minDistance(int idx): 0.0000130900s
double Simulation::minDistance(int idx): 0.0000630310s
double Simulation::minDistance(int idx): 0.0000127000s
double Simulation::minDistance(int idx): 0.0000005900s
double Simulation::minDistance(int idx): 0.0000376800s
double Simulation::minDistance(int idx): 0.0000360810s
double Simulation::minDistance(int idx): 0.0000005300s
double Simulation::minDistance(int idx): 0.0000114500s
double Simulation::minDistance(int idx): 0.0000620010s
double Simulation::minDistance(int idx): 0.0000005000s
double Simulation::minDistance(int idx): 0.0000440710s
double Simulation::minDistance(int idx): 0.0000113100s
double Simulation::minDistance(int idx): 0.0000696010s
double Simulation::minDistance(int idx): 0.0000005400s
double Simulation::minDistance(int idx): 0.0000448610s
double Simulation::minDistance(int idx): 0.0000090000s
double Simulation::minDistance(int idx): 0.0000740710s
double Simulation::minDistance(int idx): 0.0000443610s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000098300s
double Simulation::minDistance(int idx): 0.0000690410s
double Simulation::minDistance(int idx): 0.0000427610s
double Simulation::minDistance(int idx): 0.0000692020s
double Simulation::minDistance(int idx): 0.0000148910s
double Simulation::minDistance(int idx): 0.0000007100s
double Simulation::minDistance(int idx): 0.0000554910s
double Simulation::minDistance(int idx): 0.0000470510s
double Simulation::minDistance(int idx): 0.0000166210s
double Simulation::minDistance(int idx): 0.0000007100s
double Simulation::minDistance(int idx): 0.0000429510s
double Simulation::minDistance(int idx): 0.0000153300s
double Simulation::minDistance(int idx): 0.0000007200s
double Simulation::minDistance(int idx): 0.0000692510s
double Simulation::minDistance(int idx): 0.0000441500s
double Simulation::minDistance(int idx): 0.0000693810s
double Simulation::minDistance(int idx): 0.0000154600s
double Simulation::minDistance(int idx): 0.0000007000s
double Simulation::minDistance(int idx): 0.0000402710s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000133110s
double Simulation::minDistance(int idx): 0.0000693510s
double Simulation::minDistance(int idx): 0.0000401610s
double Simulation::minDistance(int idx): 0.0000005900s
double Simulation::minDistance(int idx): 0.0000117800s
double Simulation::minDistance(int idx): 0.0000699710s
double Simulation::avgMinDistance(): 0.0078517340s
void Simulation::updateVelocity(): 0.0010827570s
void Simulation::updatePosition(): 0.0000026000s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0011192980s
void Simulation::updateVelocity(): 0.0010208260s
void Simulation::updatePosition(): 0.0000035300s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0010453260s
void Simulation::updateVelocity(): 0.0008388430s
void Simulation::updatePosition(): 0.0000010000s
void Simulation::preventMoveAgainstForce(): 0.0000006900s
void Simulation::step(): 0.0008610240s
void Simulation::updateVelocity(): 0.0008602380s
void Simulation::updatePosition(): 0.0000038100s
void Simulation::preventMoveAgainstForce(): 0.0000007100s
void Simulation::step(): 0.0008954490s
void Simulation::updateVelocity(): 0.0010434360s
void Simulation::updatePosition(): 0.0000010600s
void Simulation::preventMoveAgainstForce(): 0.0000006900s
void Simulation::step(): 0.0010705360s
void Simulation::updateVelocity(): 0.0010318470s
void Simulation::updatePosition(): 0.0000010800s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0010582170s
void Simulation::updateVelocity(): 0.0008470530s
void Simulation::updatePosition(): 0.0000010000s
void Simulation::preventMoveAgainstForce(): 0.0000006900s
void Simulation::step(): 0.0008694740s
void Simulation::updateVelocity(): 0.0008485030s
void Simulation::updatePosition(): 0.0000104010s
void Simulation::preventMoveAgainstForce(): 0.0000008000s
void Simulation::step(): 0.0008900640s
void Simulation::updateVelocity(): 0.0008370630s
void Simulation::updatePosition(): 0.0000013300s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0008651230s
void Simulation::updateVelocity(): 0.0008395640s
void Simulation::updatePosition(): 0.0000010900s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0008631540s
void Simulation::updateVelocity(): 0.0008380230s
void Simulation::updatePosition(): 0.0000009900s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0008602440s
void Simulation::updateVelocity(): 0.0008167720s
void Simulation::updatePosition(): 0.0000009900s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0008388630s
void Simulation::updateVelocity(): 0.0008219630s
void Simulation::updatePosition(): 0.0000009500s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0008442630s
void Simulation::updateVelocity(): 0.0008066330s
void Simulation::updatePosition(): 0.0000060500s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0008339730s
void Simulation::updateVelocity(): 0.0008429530s
void Simulation::updatePosition(): 0.0000069300s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0008753940s
void Simulation::updateVelocity(): 0.0008335030s
void Simulation::updatePosition(): 0.0000009700s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0008555030s
void Simulation::updateVelocity(): 0.0008363040s
void Simulation::updatePosition(): 0.0000010300s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0008589340s
void Simulation::updateVelocity(): 0.0008573030s
void Simulation::updatePosition(): 0.0000009700s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0008826440s
void Simulation::updateVelocity(): 0.0008191530s
void Simulation::updatePosition(): 0.0000009600s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0008416130s
void Simulation::updateVelocity(): 0.0008280230s
void Simulation::updatePosition(): 0.0000046900s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0008531230s
void Simulation::updateVelocity(): 0.0008387130s
void Simulation::updatePosition(): 0.0000059100s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0008738430s
void Simulation::updateVelocity(): 0.0008921040s
void Simulation::updatePosition(): 0.0000054900s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0009230550s
void Simulation::updateVelocity(): 0.0010419760s
void Simulation::updatePosition(): 0.0000010500s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0010672970s
void Simulation::updateVelocity(): 0.0008320630s
void Simulation::updatePosition(): 0.0000009600s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0008542130s
void Simulation::updateVelocity(): 0.0008253930s
void Simulation::updatePosition(): 0.0000009400s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0008473830s
void Simulation::updateVelocity(): 0.0008506740s
void Simulation::updatePosition(): 0.0000034500s
void Simulation::preventMoveAgainstForce(): 0.0000007200s
void Simulation::step(): 0.0008783240s
void Simulation::updateVelocity(): 0.0008383030s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0008631940s
void Simulation::updateVelocity(): 0.0008284230s
void Simulation::updatePosition(): 0.0000010300s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0008519130s
void Simulation::updateVelocity(): 0.0008456630s
void Simulation::updatePosition(): 0.0000009800s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0008678340s
void Simulation::updateVelocity(): 0.0008151930s
void Simulation::updatePosition(): 0.0000009800s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0008374030s
void Simulation::updateVelocity(): 0.0008337030s
void Simulation::updatePosition(): 0.0000010200s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0008560930s
void Simulation::updateVelocity(): 0.0008430140s
void Simulation::updatePosition(): 0.0000057500s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0008729840s
void Simulation::updateVelocity(): 0.0008339530s
void Simulation::updatePosition(): 0.0000042800s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0008594640s
void Simulation::updateVelocity(): 0.0008378730s
void Simulation::updatePosition(): 0.0000040900s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0008644130s
void Simulation::updateVelocity(): 0.0008830540s
void Simulation::updatePosition(): 0.0000024710s
void Simulation::preventMoveAgainstForce(): 0.0000006900s
void Simulation::step(): 0.0009100750s
void Simulation::updateVelocity(): 0.0010614460s
void Simulation::updatePosition(): 0.0000010800s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0010872370s
void Simulation::updateVelocity(): 0.0009964850s
void Simulation::updatePosition(): 0.0000010400s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0010217760s
void Simulation::updateVelocity(): 0.0008700230s
void Simulation::updatePosition(): 0.0000055500s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0008999740s
void Simulation::updateVelocity(): 0.0008500830s
void Simulation::updatePosition(): 0.0000061300s
void Simulation::preventMoveAgainstForce(): 0.0000007000s
void Simulation::step(): 0.0008775940s
void Simulation::updateVelocity(): 0.0011073330s
void Simulation::updatePosition(): 0.0000014000s
void Simulation::preventMoveAgainstForce(): 0.0000007300s
void Simulation::step(): 0.0011403340s
void Simulation::updateVelocity(): 0.0011624280s
void Simulation::updatePosition(): 0.0000012500s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0011903790s
void Simulation::updateVelocity(): 0.0011550880s
void Simulation::updatePosition(): 0.0000053600s
void Simulation::preventMoveAgainstForce(): 0.0000007400s
void Simulation::step(): 0.0011839380s
void Simulation::updateVelocity(): 0.0011526580s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0011768590s
void Simulation::updateVelocity(): 0.0011542780s
void Simulation::updatePosition(): 0.0000031100s
void Simulation::preventMoveAgainstForce(): 0.0000007400s
void Simulation::step(): 0.0011878790s
void Simulation::updateVelocity(): 0.0011026770s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0011270670s
void Simulation::updateVelocity(): 0.0011011180s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0011257480s
void Simulation::updateVelocity(): 0.0011258980s
void Simulation::updatePosition(): 0.0000012700s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0011535080s
void Simulation::updateVelocity(): 0.0011508280s
void Simulation::updatePosition(): 0.0000012600s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0011794490s
void Simulation::updateVelocity(): 0.0011252070s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0011529180s
void Simulation::updateVelocity(): 0.0011084770s
void Simulation::updatePosition(): 0.0000012310s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0011329680s
void Simulation::updateVelocity(): 0.0011179070s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0011450980s
void Simulation::updateVelocity(): 0.0011082370s
void Simulation::updatePosition(): 0.0000012600s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0011358880s
void Simulation::updateVelocity(): 0.0011050870s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0011296170s
void Simulation::updateVelocity(): 0.0011075580s
void Simulation::updatePosition(): 0.0000026900s
void Simulation::preventMoveAgainstForce(): 0.0000007000s
void Simulation::step(): 0.0011336380s
void Simulation::updateVelocity(): 0.0010936370s
void Simulation::updatePosition(): 0.0000014900s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0011190780s
void Simulation::updateVelocity(): 0.0010709070s
void Simulation::updatePosition(): 0.0000014500s
void Simulation::preventMoveAgainstForce(): 0.0000007600s
void Simulation::step(): 0.0010957270s
void Simulation::updateVelocity(): 0.0010839370s
void Simulation::updatePosition(): 0.0000012700s
void Simulation::preventMoveAgainstForce(): 0.0000009400s
void Simulation::step(): 0.0011098470s
void Simulation::updateVelocity(): 0.0010776770s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0011057580s
void Simulation::updateVelocity(): 0.0010735770s
void Simulation::updatePosition(): 0.0000040800s
void Simulation::preventMoveAgainstForce(): 0.0000007600s
void Simulation::step(): 0.0011008570s
void Simulation::updateVelocity(): 0.0010734070s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0010979370s
void Simulation::updateVelocity(): 0.0010716760s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0010964070s
void Simulation::updateVelocity(): 0.0011182670s
void Simulation::updatePosition(): 0.0000065800s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0011501580s
void Simulation::updateVelocity(): 0.0010893870s
void Simulation::updatePosition(): 0.0000062500s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0011214770s
void Simulation::updateVelocity(): 0.0009862250s
void Simulation::updatePosition(): 0.0000009900s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0010112550s
void Simulation::updateVelocity(): 0.0008431540s
void Simulation::updatePosition(): 0.0000018600s
void Simulation::preventMoveAgainstForce(): 0.0000007100s
void Simulation::step(): 0.0008662440s
void Simulation::updateVelocity(): 0.0008412430s
void Simulation::updatePosition(): 0.0000017210s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0008640940s
void Simulation::updateVelocity(): 0.0009148990s
void Simulation::updatePosition(): 0.0000015400s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0009519490s
void Simulation::updateVelocity(): 0.0011611390s
void Simulation::updatePosition(): 0.0000027800s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0011929990s
void Simulation::updateVelocity(): 0.0011168380s
void Simulation::updatePosition(): 0.0000009300s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0011430880s
void Simulation::updateVelocity(): 0.0011216980s
void Simulation::updatePosition(): 0.0000010300s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0011475780s
void Simulation::updateVelocity(): 0.0010973180s
void Simulation::updatePosition(): 0.0000031400s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0011256080s
void Simulation::updateVelocity(): 0.0010750970s
void Simulation::updatePosition(): 0.0000045900s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0011047070s
void Simulation::updateVelocity(): 0.0010681660s
void Simulation::updatePosition(): 0.0000009800s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0010942770s
void Simulation::updateVelocity(): 0.0010740070s
void Simulation::updatePosition(): 0.0000046600s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0011036670s
void Simulation::updateVelocity(): 0.0011156280s
void Simulation::updatePosition(): 0.0000009600s
void Simulation::preventMoveAgainstForce(): 0.0000007000s
void Simulation::step(): 0.0011413980s
void Simulation::updateVelocity(): 0.0011323680s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0011595480s
void Simulation::updateVelocity(): 0.0011068480s
void Simulation::updatePosition(): 0.0000010100s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0011332080s
void Simulation::updateVelocity(): 0.0011036670s
void Simulation::updatePosition(): 0.0000009400s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0011296680s
void Simulation::updateVelocity(): 0.0011083070s
void Simulation::updatePosition(): 0.0000010100s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0011376380s
void Simulation::updateVelocity(): 0.0011020370s
void Simulation::updatePosition(): 0.0000010400s
void Simulation::preventMoveAgainstForce(): 0.0000007000s
void Simulation::step(): 0.0011289280s
void Simulation::updateVelocity(): 0.0011243270s
void Simulation::updatePosition(): 0.0000010000s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0011499780s
void Simulation::updateVelocity(): 0.0011238710s
void Simulation::updatePosition(): 0.0000014300s
void Simulation::preventMoveAgainstForce(): 0.0000085500s
void Simulation::step(): 0.0011685020s
void Simulation::updateVelocity(): 0.0010928970s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0011244580s
void Simulation::updateVelocity(): 0.0010881370s
void Simulation::updatePosition(): 0.0000010100s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0011146770s
void Simulation::updateVelocity(): 0.0011069580s
void Simulation::updatePosition(): 0.0000010500s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0011354880s
void Simulation::updateVelocity(): 0.0010681370s
void Simulation::updatePosition(): 0.0000009500s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0010939770s
void Simulation::updateVelocity(): 0.0010796470s
void Simulation::updatePosition(): 0.0000009900s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0011050580s
void Simulation::updateVelocity(): 0.0010784770s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0011038670s
void Simulation::updateVelocity(): 0.0010827970s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0011080980s
void Simulation::updateVelocity(): 0.0010766660s
void Simulation::updatePosition(): 0.0000010000s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0011019070s
void Simulation::updateVelocity(): 0.0010722670s
void Simulation::updatePosition(): 0.0000009800s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0010976370s
void Simulation::updateVelocity(): 0.0010704070s
void Simulation::updatePosition(): 0.0000009100s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0010957070s
void Simulation::updateVelocity(): 0.0010953780s
void Simulation::updatePosition(): 0.0000009500s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0011217280s
void Simulation::updateVelocity(): 0.0010631370s
void Simulation::updatePosition(): 0.0000070900s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0011060770s
void Simulation::updateVelocity(): 0.0010583270s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0010851580s
void Simulation::updateVelocity(): 0.0010204110s
void Simulation::updatePosition(): 0.0000025300s
void Simulation::preventMoveAgainstForce(): 0.0000007400s
void Simulation::step(): 0.0010504920s
void Simulation::updateVelocity(): 0.0010901470s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000007300s
void Simulation::step(): 0.0011179570s
void Simulation::updateVelocity(): 0.0008860440s
void Simulation::updatePosition(): 0.0000009900s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0009117950s
