void Simulation::allocateMemory(): 0.0000049400s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093110s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093800s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000113100s
double Simulation::minDistance(int idx): 0.0000005800s
double Simulation::minDistance(int idx): 0.0000101400s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094100s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000097000s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096100s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000094910s
double Simulation::minDistance(int idx): 0.0000004810s
double Simulation::minDistance(int idx): 0.0000097000s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095600s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095200s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093500s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000095410s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095300s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000095300s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000094500s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094600s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000095800s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000097200s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000097010s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093700s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093000s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094300s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000092800s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000092300s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093100s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000091810s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000092600s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000092600s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000096900s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000094400s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000092400s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093200s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093410s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093300s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000093000s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093800s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000183500s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000094200s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000093600s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::avgMinDistance(): 0.0045112610s
void Simulation::updateVelocity(): 0.0017000760s
void Simulation::updatePosition(): 0.0000011710s
void Simulation::preventMoveAgainstForce(): 0.0000004400s
void Simulation::step(): 0.0017257870s
void Simulation::updateVelocity(): 0.0017064960s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017358770s
void Simulation::updateVelocity(): 0.0017016670s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0017274570s
void Simulation::updateVelocity(): 0.0016650360s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0016911870s
void Simulation::updateVelocity(): 0.0017041260s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017299070s
void Simulation::updateVelocity(): 0.0016906660s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0017156970s
void Simulation::updateVelocity(): 0.0016732460s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0016952670s
void Simulation::updateVelocity(): 0.0017213070s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0017481270s
void Simulation::updateVelocity(): 0.0016786260s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017042270s
void Simulation::updateVelocity(): 0.0016719460s
void Simulation::updatePosition(): 0.0000010700s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0016939960s
void Simulation::updateVelocity(): 0.0016970570s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0017219070s
void Simulation::updateVelocity(): 0.0016574060s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0016791460s
void Simulation::updateVelocity(): 0.0016851260s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0017071470s
void Simulation::updateVelocity(): 0.0017545770s
void Simulation::updatePosition(): 0.0000018300s
void Simulation::preventMoveAgainstForce(): 0.0000012600s
void Simulation::step(): 0.0018080280s
void Simulation::updateVelocity(): 0.0020562020s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0020852530s
void Simulation::updateVelocity(): 0.0016998560s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0017252170s
void Simulation::updateVelocity(): 0.0017272470s
void Simulation::updatePosition(): 0.0000012300s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017537770s
void Simulation::updateVelocity(): 0.0016833170s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017106570s
void Simulation::updateVelocity(): 0.0017164670s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017426480s
void Simulation::updateVelocity(): 0.0016635960s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0016896060s
void Simulation::updateVelocity(): 0.0016733370s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0016999870s
void Simulation::updateVelocity(): 0.0016780060s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000004700s
void Simulation::step(): 0.0017043770s
void Simulation::updateVelocity(): 0.0016766860s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017031270s
void Simulation::updateVelocity(): 0.0016608760s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0016856960s
void Simulation::updateVelocity(): 0.0017043070s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017317370s
void Simulation::updateVelocity(): 0.0016529260s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0016746070s
void Simulation::updateVelocity(): 0.0016425460s
void Simulation::updatePosition(): 0.0000010900s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0016642460s
void Simulation::updateVelocity(): 0.0016937760s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0017202770s
void Simulation::updateVelocity(): 0.0016470260s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0016686660s
void Simulation::updateVelocity(): 0.0016731260s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0016991370s
void Simulation::updateVelocity(): 0.0016704960s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0016975470s
void Simulation::updateVelocity(): 0.0016803920s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0017077320s
void Simulation::updateVelocity(): 0.0016597160s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0016859270s
void Simulation::updateVelocity(): 0.0016691660s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0016943560s
void Simulation::updateVelocity(): 0.0016636060s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0016900360s
void Simulation::updateVelocity(): 0.0016576360s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0016823070s
void Simulation::updateVelocity(): 0.0016757260s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0017032460s
void Simulation::updateVelocity(): 0.0016545360s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0016813170s
void Simulation::updateVelocity(): 0.0016518060s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0016737260s
void Simulation::updateVelocity(): 0.0016617860s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0016879470s
void Simulation::updateVelocity(): 0.0016630760s
void Simulation::updatePosition(): 0.0000010900s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0016852360s
void Simulation::updateVelocity(): 0.0020392320s
void Simulation::updatePosition(): 0.0000027500s
void Simulation::preventMoveAgainstForce(): 0.0000007200s
void Simulation::step(): 0.0020773930s
void Simulation::updateVelocity(): 0.0018120880s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0018381590s
void Simulation::updateVelocity(): 0.0017447170s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017676980s
void Simulation::updateVelocity(): 0.0016952860s
void Simulation::updatePosition(): 0.0000071700s
void Simulation::preventMoveAgainstForce(): 0.0000006600s
void Simulation::step(): 0.0017233370s
void Simulation::updateVelocity(): 0.0017114570s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0017361670s
void Simulation::updateVelocity(): 0.0016929570s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017150870s
void Simulation::updateVelocity(): 0.0017268670s
void Simulation::updatePosition(): 0.0000041700s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0017593380s
void Simulation::updateVelocity(): 0.0017156470s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0017404470s
void Simulation::updateVelocity(): 0.0017234070s
void Simulation::updatePosition(): 0.0000013710s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0017525080s
void Simulation::updateVelocity(): 0.0020096510s
void Simulation::updatePosition(): 0.0000012210s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0020357320s
void Simulation::updateVelocity(): 0.0017143770s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0017363770s
void Simulation::updateVelocity(): 0.0017313670s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0017540580s
void Simulation::updateVelocity(): 0.0017478070s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017738570s
void Simulation::updateVelocity(): 0.0017019170s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000006500s
void Simulation::step(): 0.0017233770s
void Simulation::updateVelocity(): 0.0017086960s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0017338470s
void Simulation::updateVelocity(): 0.0016843060s
void Simulation::updatePosition(): 0.0000011010s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017090470s
void Simulation::updateVelocity(): 0.0016808560s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0017022260s
void Simulation::updateVelocity(): 0.0017054770s
void Simulation::updatePosition(): 0.0000011610s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017313280s
void Simulation::updateVelocity(): 0.0017298670s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017561770s
void Simulation::updateVelocity(): 0.0017842280s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0018101190s
void Simulation::updateVelocity(): 0.0016843360s
void Simulation::updatePosition(): 0.0000010800s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017067570s
void Simulation::updateVelocity(): 0.0016656360s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0016874760s
void Simulation::updateVelocity(): 0.0016837270s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017089070s
void Simulation::updateVelocity(): 0.0016920470s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000007000s
void Simulation::step(): 0.0017175870s
void Simulation::updateVelocity(): 0.0016848660s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0017064070s
void Simulation::updateVelocity(): 0.0016797660s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0017045370s
void Simulation::updateVelocity(): 0.0018538490s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0018793190s
void Simulation::updateVelocity(): 0.0018533390s
void Simulation::updatePosition(): 0.0000013000s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0018799100s
void Simulation::updateVelocity(): 0.0017144170s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017400070s
void Simulation::updateVelocity(): 0.0017075170s
void Simulation::updatePosition(): 0.0000010900s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0017293670s
void Simulation::updateVelocity(): 0.0017060170s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0017308270s
void Simulation::updateVelocity(): 0.0016950370s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017169670s
void Simulation::updateVelocity(): 0.0016850470s
void Simulation::updatePosition(): 0.0000097600s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017153770s
void Simulation::updateVelocity(): 0.0016970170s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0017217270s
void Simulation::updateVelocity(): 0.0016849570s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0017104970s
void Simulation::updateVelocity(): 0.0016842770s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0017062970s
void Simulation::updateVelocity(): 0.0017082570s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017366370s
void Simulation::updateVelocity(): 0.0016935860s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0017193070s
void Simulation::updateVelocity(): 0.0016855560s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0017073060s
void Simulation::updateVelocity(): 0.0016831570s
void Simulation::updatePosition(): 0.0000030000s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0017100670s
void Simulation::updateVelocity(): 0.0016715170s
void Simulation::updatePosition(): 0.0000024500s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0017020170s
void Simulation::updateVelocity(): 0.0016642560s
void Simulation::updatePosition(): 0.0000039000s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0016887870s
void Simulation::updateVelocity(): 0.0016686760s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0016901260s
void Simulation::updateVelocity(): 0.0016944770s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0017199770s
void Simulation::updateVelocity(): 0.0016856870s
void Simulation::updatePosition(): 0.0000010800s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0017079770s
void Simulation::updateVelocity(): 0.0017029170s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0017253970s
void Simulation::updateVelocity(): 0.0016904770s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0017162970s
void Simulation::updateVelocity(): 0.0016830170s
void Simulation::updatePosition(): 0.0000039800s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0017107470s
void Simulation::updateVelocity(): 0.0016670360s
void Simulation::updatePosition(): 0.0000011510s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0016885770s
void Simulation::updateVelocity(): 0.0016686760s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0016932760s
void Simulation::updateVelocity(): 0.0016480060s
void Simulation::updatePosition(): 0.0000010900s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0016697460s
void Simulation::updateVelocity(): 0.0016482250s
void Simulation::updatePosition(): 0.0000015500s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0016700860s
void Simulation::updateVelocity(): 0.0016599860s
void Simulation::updatePosition(): 0.0000011900s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0017015470s
void Simulation::updateVelocity(): 0.0016745660s
void Simulation::updatePosition(): 0.0000065400s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0017029360s
void Simulation::updateVelocity(): 0.0021313880s
void Simulation::updatePosition(): 0.0000013300s
void Simulation::preventMoveAgainstForce(): 0.0000006000s
void Simulation::step(): 0.0021596180s
void Simulation::updateVelocity(): 0.0017477280s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0017730280s
void Simulation::updateVelocity(): 0.0017003870s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0017253070s
void Simulation::updateVelocity(): 0.0016986370s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0017264970s
void Simulation::updateVelocity(): 0.0017233070s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0017492880s
void Simulation::pairDistribution(double *histogram, int size, double coef): 0.0002810540s
double Simulation::Ekin(): 0.0000008900s
double Simulation::minDistance(int idx): 0.0000007200s
double Simulation::minDistance(int idx): 0.0000006000s
double Simulation::minDistance(int idx): 0.0000116100s
double Simulation::minDistance(int idx): 0.0000006900s
double Simulation::minDistance(int idx): 0.0000087510s
double Simulation::minDistance(int idx): 0.0000004900s
double Simulation::minDistance(int idx): 0.0000039500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000035500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000030900s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000032700s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032100s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031300s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031500s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031600s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031900s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032900s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000031300s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000032110s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031800s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000031900s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000031200s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000031400s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032300s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000033300s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032000s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000031300s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000031400s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000032000s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000031500s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000031500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000030410s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000031600s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000031600s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000031600s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000031700s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000064400s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000039100s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031700s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000031600s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031200s
double Simulation::minDistance(int idx): 0.0000004510s
double Simulation::minDistance(int idx): 0.0000031800s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032300s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000031600s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032200s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032100s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000031900s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000031500s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000031900s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000031700s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000031600s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000032000s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000031400s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000031800s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031800s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000032200s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031500s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031010s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000031700s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000031500s
double Simulation::minDistance(int idx): 0.0000004400s
double Simulation::minDistance(int idx): 0.0000032500s
double Simulation::minDistance(int idx): 0.0000004300s
double Simulation::minDistance(int idx): 0.0000032200s
double Simulation::minDistance(int idx): 0.0000004300s
